timestamp_utc,ticker,entry_date,exit_date,entry_price,exit_price,direction,structure,confidence_score,technical_total,sentiment_total,news_total,holding_days,pnl_dollars,pnl_pct,outcome,signal_key
2026-08-17T00:58:48.893342+00:00,NVDA,2026-08-15,2026-08-17,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-17T00:58:48.898932+00:00,NVDA,2026-08-15,2026-08-17,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-17T00:58:48.900422+00:00,AMD,2026-08-17,2026-08-17,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-17T00:58:48.907641+00:00,NVDA,2026-08-15,2026-08-17,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-17T00:59:50.558668+00:00,NVDA,2026-08-15,2026-08-17,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-17T00:59:50.563284+00:00,NVDA,2026-08-15,2026-08-17,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-17T00:59:50.569580+00:00,NVDA,2026-08-15,2026-08-17,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-17T00:59:50.571039+00:00,AMD,2026-08-17,2026-08-17,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-17T00:59:50.580315+00:00,NVDA,2026-08-15,2026-08-17,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-17T03:15:00.709213+00:00,NVDA,2026-08-15,2026-08-17,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-17T03:15:00.713497+00:00,NVDA,2026-08-15,2026-08-17,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-17T03:15:00.720763+00:00,NVDA,2026-08-15,2026-08-17,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-17T03:15:00.722705+00:00,AMD,2026-08-17,2026-08-17,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-17T03:15:00.731685+00:00,NVDA,2026-08-15,2026-08-17,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T00:58:15.670440+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T00:58:15.674806+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T00:58:15.681728+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T00:58:15.683413+00:00,AMD,2026-08-18,2026-08-18,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-18T00:58:15.692963+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T03:30:54.847517+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T03:30:54.851848+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T03:30:54.857967+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T03:30:54.859406+00:00,AMD,2026-08-18,2026-08-18,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-18T03:30:54.867868+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T03:57:59.030686+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T03:57:59.034925+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T03:57:59.042318+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T03:57:59.044015+00:00,AMD,2026-08-18,2026-08-18,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-18T03:57:59.052942+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T04:01:41.645685+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T04:01:41.650312+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T04:01:41.656695+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T04:01:41.658323+00:00,AMD,2026-08-18,2026-08-18,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-18T04:01:41.667154+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T04:47:18.350983+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T04:47:18.354869+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T04:47:18.361200+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T04:47:18.362618+00:00,AMD,2026-08-18,2026-08-18,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-18T04:47:18.372015+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T04:52:17.455063+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T04:52:17.458947+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T04:52:17.464970+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T04:52:17.466636+00:00,AMD,2026-08-18,2026-08-18,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-18T04:52:17.475730+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T05:43:53.700595+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T05:43:53.727496+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T05:43:53.733583+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T05:43:53.734950+00:00,AMD,2026-08-18,2026-08-18,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-18T05:43:53.744375+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T06:21:02.379044+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T06:21:02.384110+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T06:21:02.391469+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T06:21:02.393168+00:00,AMD,2026-08-18,2026-08-18,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-18T06:21:02.403898+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T06:25:39.530926+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T06:25:39.537851+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T06:25:39.546715+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T06:25:39.549339+00:00,AMD,2026-08-18,2026-08-18,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-18T06:25:39.562845+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T06:25:43.053198+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T06:25:43.060554+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T06:25:43.072617+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T06:25:43.075354+00:00,AMD,2026-08-18,2026-08-18,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-18T06:25:43.089229+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T07:20:03.046260+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T07:20:03.058618+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T07:20:03.072636+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T07:20:03.074575+00:00,AMD,2026-08-18,2026-08-18,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-18T07:20:03.091446+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T07:38:12.132999+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T07:38:12.140015+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T07:38:12.154553+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T07:38:12.157871+00:00,AMD,2026-08-18,2026-08-18,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-18T07:38:12.177924+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T07:52:52.969623+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T07:52:52.974497+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T07:52:52.981719+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-18T07:52:52.983669+00:00,AMD,2026-08-18,2026-08-18,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-18T07:52:52.995375+00:00,NVDA,2026-08-16,2026-08-18,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:08:17.967187+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:08:17.974734+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:08:17.985285+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:08:17.987790+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T04:08:18.003628+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:17:50.118873+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:17:50.123397+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:17:50.130381+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:17:50.132161+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T04:17:50.142075+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:23:44.413529+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:23:44.417950+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:23:44.424289+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:23:44.425760+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T04:23:44.434394+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:28:01.073924+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:28:01.109932+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:28:01.117823+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:28:01.119393+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T04:28:01.128509+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:29:18.572867+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:29:18.577189+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:29:18.583747+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:29:18.585312+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T04:29:18.594351+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:30:39.746252+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:30:39.750591+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:30:39.757183+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:30:39.758837+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T04:30:39.768047+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:35:48.691034+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:35:48.695773+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:35:48.703233+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:35:48.704776+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T04:35:48.713939+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:38:41.687281+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:38:41.691745+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:38:41.699248+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:38:41.700966+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T04:38:41.711419+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:42:43.882885+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:42:43.887778+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:42:43.895094+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:42:43.896782+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T04:42:43.907079+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:43:48.361159+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:43:48.366163+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:43:48.373847+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:43:48.375530+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T04:43:48.385935+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:46:48.632142+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:46:48.636093+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:46:48.642251+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:46:48.643922+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T04:46:48.653498+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:51:40.153516+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:51:40.157646+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:51:40.164159+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T04:51:40.165656+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T04:51:40.174421+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T05:37:36.220001+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T05:37:36.223759+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T05:37:36.229624+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T05:37:36.231130+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T05:37:36.239865+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:17:14.576735+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:17:14.581615+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:17:14.589596+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:17:14.591528+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T06:17:14.602000+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:20:00.476453+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:20:00.481431+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:20:00.489237+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:20:00.491405+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T06:20:00.502749+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:22:33.079078+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:22:33.087846+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:22:33.101762+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:22:33.104008+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T06:22:33.118682+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:23:48.532470+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:23:48.539785+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:23:48.551869+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:23:48.553971+00:00,AMD,2026-08-19,2026-08-19,100.0,120.0,bullish,,90.0,,,,0,588.0,20.0,win,
2026-08-19T06:23:48.571886+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
2026-08-19T06:29:53.603151+00:00,NVDA,2026-08-17,2026-08-19,100.0,90.0,bullish,,90.0,,,,2,-300.0,-10.0,loss,
